bleed_rate_high	HIGH
enemy_info_id_title	ID:
player_character_part_name_handwear_01_f	Rings, blue
player_character_part_name_jacket_10_d	Military jacket, brown
option_value_color_hollywood_cerise	HOLLYWOOD CERISE
wpn_handgun_semiauto_9mm_01_name	Klaucke 17
worldmission15_info_summary	The radio recording talks about a "special" transport that was not delivered, on a worried tone
skill_03_name_10	MOVEMENT NOISE
playerstat_animals_spooked_hearing	Hearing
presence_menu	In the Main Menu
worldmission_gc_obj01	Look for survivors at the farm
player_character_part_name_neck_02_a	Necklace, gold
player_character_part_name_hat_02_c	Cap backwards, black/white
popup_full_game_not_installed_join	You can not join until full Game is installed.
player_character_facepaint_name_makeup_f	Makeup, purple
equipment_sight_shotgun_scope_name_short	1-4x 20
ach_011_name	Splash Damage
equipment_stats_ammo_effective_range_description	The reliable lethal range of this ammunition when fired at vital organs of the recommended class of game.
location_forest_villa_bergsutsikthus	[TEMP] Bergstutsikthus Villa
collectable_gnome_02_classic_desc	The classic colors of the garden gnome. Quite the globe-trotter, he likes to take pictures of major touristic attractions.
worldmission39_1name	Emergency Supplies
ach_012_description	Kill 20 machines with handguns.
option_pad_aimtoggle_desc	If enabled, the aim mode button must be pressed to enter and exit aim mode.
popup_not_signed_in_ps4	You are not signed in as a user with access to the game.
option_value_color_lime	LIME
allow_promo_emails_no	I do not allow Avalanche Studios to send me promotional emails
mission_wm_22_missionitem_02_content	World Mission 22 - Mission item 2 content
option_action_forward	MOVE FORWARD
inventory_equip	EQUIP
option_action_turn_right	TURN RIGHT
tut_basic_navigation_header	Basic navigation
collectable_mixtape_07_love_name	Får jag chans på dig?
worldmission07_info_description	A man named Johan left a note for his wife Steffi to let her know that 
worldmission27_info_3description	The note talks about a gun in a nearby lodging camp. It should be located in the director's office
tut_calls_header	ANIMAL CALLS
mission_wm_35_missionitem_02_header	World Mission 35 - Mission item 2 header
equipment_sight_la_rifle_4570_illuminated_iron_name_short	45-70 Iron
player_character_part_name_jacket_02_d	Windbreaker jacket, light gray
ach_056_description	Collect 200 apparel items.
tut_flashlight_header	Flashlight
mission_wm_44_missionitem_01_content	Dear John,
I left-behind a cache on the northern island, where we used to play. If you were left-behind, do not hesitate to take the supplies
Hope we'll meet each-other soon,
Sara
option_value_color_white	WHITE
inventory_assign_to_slot_4	ITEM SLOT {equip_item_1}
worldmission29_obj01.1	Find the mentioned town
ammo_243_fmj_name_short	.243 FMJ
option_action_chat_global	GLOBAL CHAT MESSAGE
signtranslation_embroidery_10	"If you play the game you can play the game"
option_pad_aimtoggle_desc_xb1	If enabled, the aim mode button must be pressed to enter and exit aim mode.
intromission01_name	Dawn
player_character_part_name_jacket_03	Flight jacket, burgundy
equipment_sight_la_rifle_3030_illuminated_iron_name_short	3030 iron
player_character_part_name_shoes_03_c	Moon boots, pink
warboardunlock_mission_obj_04	Find the Warboard in the Mården Bunker
inventory_weaponclass_04	CLASS 4
map_legend_need_zone_rest_name	Need Zone - Resting
wpn_rifle_assault_556_01_description	A modern Swedish army assault rifle. Not very powerful, but great handling and speed.
player_character_part_name_hair_02_g	Perm, pink
mission_wm_19_missionitem_02_content	World Mission 19 - Mission item 2 content
player_character_part_name_jacket_11_b	Bomber jacket, black
equipment_subcat_vehicles_atvs_header	ATVS
ach_093_name	Nobody Puts Baby In The Corner
ach_trophy_pack_description	Generation Zero Trophies
ach_044_description	Loot 5 items.
option_ssao_name	SSAO
location_southcoast_hisinganaset_farm_hallabacken	Hällabacken Farm
worldmission27b_info_1name	Trail of Tears
tut_codex_health_header	HEALTH
skill_02_description_10	
option_pad_aimsensitivity_name_ps4	AIM SENSITIVITY
action_fire_weapon	FIRE WEAPON
player_character_part_name_hair_01_g	Layered bob, pink
collectable_blueprint_12_hunter_classc_desc	This upgraded version of the Hunter has all the loadout of the Army version, with enhanced metal alloy for stronger armor plating as well as swiching out the machine gun armament with a high-velocity flechette-based shotgun. This advanced piece of weaponry fires a burst if explosive flechette shells that stick to any surface before exploding.

Loadout:
Explosive flechette shotgun
Sniper Rifle
Tick Deployment
Pneumatic blade
popup_save_delete_corrupt	Would you like to delete your save and retry saving?
location_farmlands_overby_farm_overbygard	Överby Gård Farm
player_character_creation_gender_female	FEMALE
player_character_part_name_pants_06_d	Punk skirt, black/pink
option_action_straferight	STRAFE RIGHT
not_now	Not now
tut_codex_map	The map displays the reserve and how much of it you have explored. Exploring the world and discovering points of interest will mark them on the map. They can also be marked by visiting lookout points. 

You can fast travel to any visited and discovered Outpost by clicking on its icon on the map. You can also set a waypoint on the map. The map will also display hunting pressure and need zones.

In multiplayer, you can see icons representing other players on the map.
organ_drive_engine	ENGINE DRIVE
ach_031_description	Destroy a Hunter with a single shot.
mission_am_sd_missionitem_04_content	von ulmer message 4
playerstat_world_explored	RESERVE EXPLORED
option_action_huntermate_inventory	OPEN INVENTORY
warboard_forestcity_answers_03obj_07	Find out what happed to Ingrid
huntermate_exit_desktop	EXIT TO DESKTOP
player_character_part_name_handwear_01_d	Rings, turquoise
equipment_subcat_weapon_shotguns_header	SHOTGUNS
player_character_part_name_hair_08_d	Crew cut, red
mission_am_sd_missionitem_06_content	von ulmer message 6
ammo_762_ap_name	7.62mm Armor-Piercing Ammo
mission_im_03b_missionitem_03_content	The note says:


"Bring weapon readiness storage key

Lieutenant Anderhage

1400 hours!

Don't forget t... (cut off)"
option_section_title_keybindings	KEY BINDINGS
option_action_accelerate	ACCELERATE
player_character_facepaint_name_clown	Clown
interface_invite	INVITE
mission_wm_08_missionitem_02_content	"I was never much of a touchy-feely diary person, but in times like these, we all change I guess. Even Roland managed to take out one of these flying machines, all the practice on those cans wasn't in vain after all.
Björn promised he'd be back at the pier before sundown with his boat. He left this morning - can't tell if that's a good or bad sign. 
Self-notes:
* Lay low / Walk in high grass
* Always find cover - avoid open areas
* Don't make a sound, don't run if they're close
* Best to move at night only"
map_map_warboard_missions_header	MISSIONS
player_character_part_name_jacket_09_d	Jeans jacket, dark blue/yellow
option_dof_desc	Enable / disable depth of field blurring. Medium performance impact.
shooting_range_scoreboard_name_header	Name
worldmission36_obj01	Search for the container dropout zone
interface_msg_banned	You were banned from the server.
warboard_marshlands_payback_06_title	Empty tank
player_character_creation_category_label_handwear	Hands
worldmission40_obj03	Find the safehouse around the farm
worldmission42_3description	The regiment  bunkered in at the old Viskandetsborg ruins. Finding what happend to then and searching for loot left behind would be of great use
player_character_sub_category_name_shoes_03	Moon boots
mission_wm_01_missionitem_01_content	Markus, if you find this, we've decided to go to Stenhaga and meet up with the Sjögrens. Hopefully you'll meet us there, but we couldn't wait any longer. I left Old Bettan hidden in the church, where you used to hide when you were young, remember? It is loaded, so be careful! Just like I taught you, okay? - Dad
equipment_silencer_01_name_short	Silencer
organ_weapon_autoshotgun	AUTO SHOTGUN
ach_083_description	Have two seperate characters with different active specializations.
intromission04_obj_06	Find the bunker's command center
ammo_556_fmj_description	A NATO standard ammunition caliber, used in assault rifles. The full metal jacket round offers standard armor penetration.
equipment_stats_visual_camo_label	VISUAL CAMOUFLAGE
equipment_maincat_equipment_header	EQUIPMENT
key_pc_numpad_minus	NUMPAD MINUS
player_character_part_name_jacket_02_i	Windbreaker jacket, yellow
tut_scavenging_header	Scavenging
equipment_stats_ammo_rounds_label	ROUNDS
skill_02_name_10	
mission_wm_22_missionitem_02_header	World Mission 22 - Mission item 2 header
tut_mission_log_header	MISSION LOG
playerstat_pois_discovered	POINTS OF INTEREST DISCOVERED
player_character_part_name_jacket_05_e	Hip-hop jacket, blue/white
skills_reset_skill_tree_message	Resetting your skills will refund your skill points for this tree. Do you wish to reallocate your skill points?
option_value_deuteranopia	DEUTERANOPIA
equipment_stats_scent_duration_description	The length of time a scent lure is active and has a chance to attract animals after being used.
tobii_extended_view_tracking_speed_description	How quickly the camera responds to your head movements
mission_wm_26_missionitem_01_content	A recording of a soldier requesting for backup. The message received no answer...
player_character_preset_military_variation_1_name	STYLE 1
key_doorkey_protokey_description	Program used to disable the gas flow regulator (use with caution)
machine_weapon_harvester_rockets_name	ROCKET POD
equipment_sight_rifle_scope_name_short	1-4x 24
ammo_launcher_emp_name_short	EMP Rocket
collectable_dalahast_06_pink	Pink Dala Horse
player_character_part_name_hair_09_b	Slicked back, brown
collectable_mixtape_01_chaos_rug_name	Chaos Rug
key_pc_insert	INSERT
worldmission02_obj05	Pick up the rifle scope
collectable_blueprint_05_seeker_classb_desc	Army designation: Spaningsmaskin 22 - "Korpen"

A small airborne machine developed by the army for reconnaissance, using highly advanced sensory equipment. It is poorly armored and easily killed, but can call for reinforcements when detecting a threat. You can prevent its alarm from going off by targeting the alarm component at the top.

TotalPlaytime	Total Playtime
option_trackcoloractive_name	ACTIVE TRACK / CLUE COLOR
warboard_forestcity_answers_sdobj_05	The safe key is missing.
playerstat_section_reserve_central_europe	RESERVE - CENTRAL EUROPE
loot_screen_take_all_button	TAKE ALL
option_action_next	NEXT
intromission04_obj_03	Locate the military base "Vesslan"
option_action_quick_sights	QUICK MENU - SIGHTS
option_pad_aimtoggle_name_ps4	AIM TOGGLE
tut_health	You can lose health if attacked by animals or falling from high altitudes. Your current health is indicated by a meter in the HUD. Recover health by resting at a cabin, or using a first aid kit.
warboard_mountains_answers_04aobj_05	Destroy the machine transport containers
location_farmlands_overby_farm_nydala	Nydala
codex_leaderboard_progression	PROGRESSION
tut_camo	Keep an eye on your visibility meter. Moving about in the open makes you more visible to animals. Moving in a lowered stance, or using trees and foliage as cover, makes it harder for animals to spot you. 
worldmission19_info_summary	Search the farm's shed could provide usable equipment
mission_wb_am_06_missionitem_03_content	AM06 item 03 content
ach_052_name	Explorer
tut_items	Switch weapons and equipment with the number keys or mouse scroll wheel.

Click {TOGGLE_SCOPE} to attach/detach a scope if available.
mission_wm_37_missionitem_01_header	Report
profile_screen_apparel_title	Apparel
worldmission39_obj01	Find the farm in Stenmyra
ach_022_name	Yippee-Ki-Yay
option_value_on	ON
location_summary_label_collectable	Collectables
option_action_huntermate_skills	OPEN SKILLS
huntermate_missions	MISSION LOG
popup_header_public_beta_closed	Beta requires Internet access or is closed
skill_03_name_04	HEALTH AMOUNT
tut_calls_warning_header	WARNING CALLS
player_character_part_name_pants_08_e	Military pants, one-tone gray
mpmenu_who_can_join_nobody	Nobody
location_southcoast_church_angeras	Angerås Church
map_place_waypoint	PLACE WAYPOINT
option_pad_acceleration_name	LOOK ACCELERATION
mission_wm_37_missionitem_02_header	World Mission 37 - Mission item 2 header
inventory_attach_to_slot_3	ATTACH: SIDEARM
animal_color_header	FUR TYPE
equipment_fieldradio_name_short	Field Radio
mission_wb_pm_04_missionitem_01_header	Shipping manifest
map_marker_general_church	Church
player_character_part_name_hair_10_e	Short with bangs, pink
location_mountain_villa_bjorkvillan	Björkvillan
player_character_facepaint_name_makeup	Makeup, blue
option_pad_looksensitivity_name	LOOK SENSITIVITY
player_character_part_name_pants_08_f	Military pants, dazzle
skill_unlock_requirement_1	SPEND 1 SKILL POINT TO UNLOCK
player_character_part_name_wrists_03_b	Punk wristband, gold
player_character_part_name_handwear_03_e	Driver's gloves, yellow
player_character_creation_category_label_facepaint	Face Paint
player_character_part_name_pants_07_a	Punk pants, red/white
skill_03_description_14	While the Commando specialization is active, the first damage dealt on any unaware enemy is doubled.

Only one specialization may be active at a time.
equipment_consumable_firstaid_standard_name_short	Standard First Aid
player_character_part_name_hair_07_e	Metalhead with bandana, light blond
tut_codex_camera_console	To take out your camera, hold {TOGGLE_HUNTERMATE_CAMERA}. Use {AIM} to look through the viewfinder. When ready, press {FIRE_RIGHT} to take a photograph.

When taking a photo of an animal, make sure to capture as much of it as possible within the frame. A picture of just the front or the back of an animal is not satisfactory. A good picture captures the profile of the animal. The animal should also occupy a large portion of the frame, so make good use of your camera's zoom function to close the distance.
skill_04_description_13	While the Hacker specialization is active, any remote hacking will cause enemies to attack other enemies.

Only one specialization may be active at a time.
location_archipelago_s_saltholmen_saltvallen	Saltvallen IP
location_northcoast_farm_littorp	Littorp
ach_089_description	Dispense 25 ammo packs to other players using a ammo dispenser.
popup_header_mp_you_were_kicked	Disconnected
mission_wm_14_missionitem_01_header	Map of the Sävered region
option_haze_desc	Enable / disable heat haze effects. Low performance impact.
mission_wm_36_missionitem_02_header	Orders
equipment_maincat_night_hunting_header	NIGHT HUNTING
player_character_part_name_hair_08_c	Crew cut, dark blond
tut_foliage	Foliage hides you from machines, but is noisy to traverse. Foliage includes bushes, low-hanging trees, and more.
player_character_part_name_f_hands_b	F Hands B
popup_header_connection_failed_ps4	Connection Failed
tut_alerted	You have alerted an enemy. Find a place to hide or use {crouch} to crouch and {prone} to go prone and avoid being detected.
worldmission37_2summary	Destroy the gas stations
in_game_menu_map	MAP
player_character_preset_desc_punk	PUNK
collectable_gnome_17_swedish_desc	An old and free gnome, he enjoys cinnamon buns and long walks in the serene Swedish countryside. Surprisingly not a fan of sour herring.
option_volume_sfx_desc	Adjust the volume of the sound effects.
world_item_portable_structure_name	PORTABLE STRUCTURE
tut_codex_tracking_header	TRACKING
option_value_ultra	ULTRA
signtranslation_vardcentral	HOSPITAL
option_pad_aimtoggle_desc_ps4	If enabled, the aim mode button must be pressed to enter and exit aim mode.
tut_outpost_2	At outposts, you can buy new equipment, take on challenges, and rest.
player_character_facepaint_name_makeup_q	Makeup, war paint 2
organ_weapon_sniper	SNIPER RIFLE
equipment_maincat_deployables_header	PORTABLE STRUCTURES
mission_wm_09a_missionitem_01_header	A soldier's message to his neighbor
player_character_part_name_hat_03_b	Cap forward, gray
warboardmission_payback01_obj_02	Find out where the machines came from
ach_015_description	Kill 80 machines with assult rifles.
mp1050_obj_30	Harvest a red fox
equipment_optics_binoculars_name_short	Binoculars
machine_hunt_classa_name	HUNTER
worldmission32_1name	On top of the world
mission_wm_13_missionitem_01_header	Emergency broadcast on the radio
interface_comma_separator	,
equipment_stats_weapon_peak_draw_weight_label	PEAK DRAW WEIGHT
equipment_stats_general_cost_description	The amount of currency needed to buy the item.
machine_weapon_hunter_grenade_name	GRENADE LAUNCHER
mission_wb_am_03_missionitem_06_header	AM03 Item 06
organ_weapon_autocannon	AUTOCANNON
action_wield_primary_weapons	PRIMARY WEAPONS
equipment_maincat_ammo_header	AMMO
equipment_consumable_fielddressing_simple_name	Field Dressing
location_forest_huntingcamp_parlsjolager	Pärlsjö Storage
playerstat_perks_rifle	RIFLE
location_mountain_cabin_hjalmarsstuga	Hjalmars Stuga
interface_decline	DECLINE
skill_02_description_09	
ach_065_name	Rise Of The Phoenix
player_character_part_name_wrists_02	Digital watch, gold
location_archipelago_s_saltholmen_storahagbo	Stora Hagbo
warboard_gotland_bossobj_05	Place the Russian device near the supercomputer
poi_title_location_church	Church
ammo_32acp_hp_name	.32 ACP Hollow-Point Ammo
inventory_assign_to_slot_6	ITEM SLOT {equip_item_3}
tut_outpost_header	OUTPOSTS
tut_headlamp_header	HEADLAMP
mainmenu_lastgame	LAST GAME
map_marker_general_militarybase	Military Base
tut_leaderboards_header	LEADERBOARDS
interface_accept	ACCEPT
equipment_stats_weapon_magazine_capacity_description	The amount of projectiles that a weapon can fire before it has to be reloaded.
missions_coop	CO-OP MISSIONS
warboard_forestcity_answers_sdobj_02	Enter the villa
wpn_submach_9mm_02_name	M/46 "Kpist" SMG
skill_04_description_06	Increases the amount of ammo gained from any ammo stack when looting.

Level 1: 50% ammo increase

Level 2: 100% ammo increase
key_pc_mouseright	MOVE MOUSE RIGHT
popup_header_connection_failed_no_internet_ps4	Connection Failed
ammo_9mm_fmj_01_name	9mm FMJ Ammo (Handgun)
tut_shooting_range_header	SHOOTING RANGES
warboard_forestcity_04_obj_04	Something tripped the generator. Restart it
location_farmlands_overby_farm_sandbo	Sandbo
mission_wm_02_missionitem_01_header	Letter with the hunter's address
option_action_reverse	REVERSE
ach_071_name	It's The Final Count Down
location_forest_clearcut_granhygget	Granhygget
ammo_12ga_buck_name_short	12ga Buck.
signtranslation_korvbiljetter	HOTDOGS & TICKETS
worldmission13_obj03	Take any equipment or supplies left behind
collectable_mixtape_15_char_veronika_name	Grattis på födelsedagen, Veronika! Din Olle
tut_harvest_header	HARVESTING ANIMALS
player_character_part_name_handwear_03_h	Driver's gloves, gray
player_character_part_name_jacket_08_e	Biker leather jacket, sky blue
attachment_mag_extended_assault_762_01_name	AG 4 Extended Magazine
worldmission_gc_obj02	Destroy all machines
interface_msg_title_serverclosed	SERVER CLOSED
interface_view_info	VIEW INFO
equipment_sight_compound_bow_1pin_01_name_short	SWIFT-MARK 1 BOW SIGHT
attachment_muzzle_silencer_assault_01_name_short	AR Silencer
warboard_marshlands_safety_sdobj_02	Destroy the machine guarding the pier
worldmission03_obj00	Follow the road
player_character_part_name_neck_03	Dog tag, steel
tut_items_console	Quickly cycle through your equipment using {PREV_WEAPON} and {NEXT_WEAPON}. You can also toggle the item selector using {SELECT_ITEM_SHOW}/{SELECT_ITEM_HIDE}, and use {SELECT_ITEM_NEXT} and {SELECT_ITEM_PREV} to browse your equipment.
popup_header_not_signed_in	Not Signed In
option_action_headlamp	HEADLAMP
worldmission42_2summary	Find out what happened to the Kalmar unit
option_action_interact	INTERACT
worldmission_gc_zattachment_01	Get help - Salthamn
mission_wm_14_missionitem_02_content	World Mission 14 - Mission item 2 content
warboard_mountains_answers_04a_title	Back on track
attachment_muzzle_choke_shotgun_01_description	A choke attachment that fits all shotguns. Attaching this mod will focus the spread of the shotgun shells once they exit the barrel.
ach_030_description	Shoot a scout with the m/48 Granatgevr.
tut_codex_missions	You can take on missions and challenges provided by the reserve wardens. The local residents have various needs that can be accomplished through hunting. Completing missions will reward you with cash and XP.

Any number of missions and challenges can be taken on simultaneously, and you can use the mission log to select which mission you want to actively track on your Huntermate.

Missions are completely optional and are not required to unlock any new game content.
worldmission29_obj03	Kill the two machines guarding the truck
equipment_sight_rifle_scope_05_name	6-12x Rifle Scope
key_bunkerkey_uttern_description	Partial barcode identifier for Uttern Bunker
worldmission20_info_summary	Someone was forced to abandon a safehouse and leave their supplies behind. 
tut_hunting_structures_header	HUNTING STRUCTURES
credits_category_14	BUSINESS AND OPERATIONS
equipment_stats_weapon_fire_rate_label	FIRE RATE
worldmission14_info_description	The recorded message is informing the people about a safehouse in the church nearby. There could never be too many resting places...
location_farmlands_dyrbo_farm_skinnarbol	Skinnarbol
tut_codex_nighthunting	Press {HEADLAMP} to turn your headlamp on. You'll need it to find tracks when hunting at night.

Nighttime begins at 19:00 and ends at 05:00.
log_screen_filter_answers_header	ANSWERS
message_skillpoint_gained	SKILL POINT GAINED
location_farmlands_dyrbo_farm_algnas	Älgnäs
player_downed_revive	Revive
mission_wm_43_missionitem_02_header	World Mission 43 - Mission item 2 header
location_marshlands_lighthouse_karlerik	Karl-Erik Lighthouse
player_character_part_name_hair_05_c	Mohawk, dark blond
option_value_borderless	BORDERLESS WINDOW
equipment_stats_weapon_accuracy_label	ACCURACY
interface_focus_on_player	FOCUS ON PLAYER
e3_radio_f_xx_01_swe	Gösta, det här är Anita. Vart är du? VMAn har tjutit i flera minuter. Jag försöker få tag på Peter för att se om försvaret varit i kontakt, men jag har evakueringsplanen här hemma, så kom hit så fort du hör här!
warboard_archipelago_payback_01_title	Hunting the Hunter
tobii_spot_at_gaze_description	Spot animals in binoculars view by looking at them and pressing {INTERACT}. Track animal calls by looking at them and pressing {INTERACT}.
option_volume_sfx_name	SFX
collectable_gnome_18_santa_desc	No one knows his real name or where he lives. The only thing that is established is that he manages an insanely effective package delivery system.
mission_wb_am_03_missionitem_05_content	AM03 item 05 content
player_character_part_name_hair_05_g	Mohawk, pink
interface_mute_player	MUTE PLAYER
interface_msg_skill_confirmbuyoractivate	Do you want to buy or activate this skill?
inventory_weaponclass_name	WEAPON CLASS
player_character_part_name_jacket_02_a	Windbreaker jacket, light blue
tut_xp_header	Experience points (XP)
player_character_part_name_hair_12_f	Feathered short, ginger
tut_inventory	You have picked up an item. Use {open_inventory} to access your inventory and assign it to an equipment slot.
location_mountain_farm_ramsboda	Ramsboda
map_marker_iboholmen_stenhaga	Stenhaga Farm
worldmission27b_info_3description	The shotgun was not there anymore. Follow the trail left behind
location_archipelago_n_saltholmen_masskar_radar	Måsskär Radar Station
interact_take	TAKE
skill_01_description_06	Lowers the negative spread impact of firing while moving.

Level 1: -20% spread

Level 2: -40% spread
mission_wb_am_01_missionitem_03_header	Gas Canister Shipment Receipt
worldmission24_obj01	Go to the shipyard
equipment_subcat_sights_bows_header	BOW SIGHTS
mission_wm_11_missionitem_02_content	"Hey, Uncle Tobbe. It's Veronika again. How you guys holding on over there? How many are you? How's Dad? Is he still coughing? Look, you guys shouldn't stay there - If they find out where you are, they'll come for you. I can't come right now, there's stuff I gotta do. Maybe I can do something about whatever's going on. Tell Mom and Dad... Just keep them safe. I'll call again later."
player_character_part_name_glasses_03_b	Eye patch, pirate
mission_wb_am_06_missionitem_01_content	AM06 item 01 content
worldmission25_obj01	Find the residential complex
player_character_part_name_hat_06_f	Military helmet, two-tone gray
player_character_part_name_jacket_06_h	Varsity jacket, military green
player_character_sub_category_name_hat_02	Cap backwards
worldmission14_info_name	No Rest for the Weary
key_doorkey_norrmyra_name	Mysterious key
equipment_emp_batterypack_small_01_name_short	Small EMP
player_character_part_name_face_01_b	Hoops, blue
intromission04_obj_08_1	Obtain the required clearance to the Vesslan bunker
option_action_handbrake	HANDBRAKE
icon_structure_type_header	STRUCTURE TYPE
mission_wb_am_03_missionitem_01_content	AM03 item 01 content
tut_codex_header	CODEX
credits_category_12	VOICE ACTORS
mission_wm_24_missionitem_02_content	World Mission 24 - Mission item 2 content
player_character_part_name_hair_01_e	Layered bob, light blond
equipment_lockpick_01_description	A hairpin that has been bent to make a crude lockpick. Used to gain access to lightly secured doors, if you have unlocked the appropriate skill.
player_character_part_name_hat_01_d	Knit cap, yellow/black
worldmission43_obj01	Find the mentioned blocked road
tobii_extended_view_yaw_angle_description	Limits the maximum range of camera movement
ammo_44m_fmj_name_short	.44 FMJ
tut_headlamp	Press {HEADLAMP} to turn your headlamp on. You'll need it to find tracks when hunting at night.

Nighttime begins at 19:00 and ends at 05:00.
collectable_blueprint_14_tank_classb_desc	Army designation: Stridsmaskin 90 - "Resen"

A very large bipedal enemy that is heavily armored and armed. While they mostly roam alone and can not venture into forests or other non-open spaces, they are formidable foes and should only be attacked with great preparation or high damage weaponry. The army version has stronger armor and may come fitted with a long range mortar. The army has also allowed the Tank to be fitted with Tick deployment pods and a close range gas release for crowd control. By the blueprints it looks like the most vulnerable components are heavily shielded from the front, but might be easier to hit from the rear. In event of close encounters, the Tank can either perform a deadly stomp, or use a 360 degree concussion pulse to push its enemies away.

Loadout:
Machine gun
Sniper rifle
Missiles
Mortar
Tick deployment
Gas release
Melee stomp
Concussion pulse
mission_wm_45_missionitem_02_content	World Mission 45 - Mission item 2 content
compass_cardinal_direction_west	W
tut_codex_vehicles_header	VEHICLES
worldmission02_name	The Hunter
worldmission13_info_summary	Olle Lindgren heard the emergency broadcast on the radio and headed for Fiskebäck as per instructions.
player_distance	DISTANCE AND ETA
equipment_stats_weapon_fire_rate_description	The rate at which a weapon can be fired at.
option_controller_mapping_on_foot	ON FOOT
player_character_part_name_hat_01	Knit cap
skill_04_description_02	Increases your base gas resistance by 20%.
equipment_stats_duration_seconds_label	SECONDS
equipment_stats_ammo_terminal_ballistics_title	TERMINAL BALLISTICS
player_character_skin_tone_light	LIGHT
interact_insertdisk	INSERT DISK
player_character_part_name_pants_06_b	Punk skirt, black
player_character_part_name_wrists_04_b	Festival wristband, white
tobii_dynamic_lighting_name	DYNAMIC LIGHTING
popup_header_offline_explain_no_internet	Offline Mode
player_character_part_name_glasses_01_e	Spectacles, white
equipment_stats_ammo_recommended_class_of_game_label	WEAPON CLASS
warboard_forestcity_answers_05obj_03	Find and destroy the machine power supplies
worldmission09b_obj01	Go to the nearby ruins
worldmission27_obj02	Go to the lodging camp 
player_character_part_name_pants_02_g	Suit pants, green
map_legend_poi_name	Point of interest
intromission01_obj_02	Use the binoculars to scout the area from the balcony
mission_am_sd_missionitem_02_header	header 2
worldmission23_obj01	Go to the guarded bridge
equipment_propane_tank_04_poison_name	Poison Gas Tank
worldmission12_obj02	Destroy the remaining machines
mission_wm_36_missionitem_02_content	The Red Leader instructed us to leave the "shipment" on the marshlands shore. He will take it from there. 
Doing so will not attract anymore attention.
Do not be late with this delivery.
mission_wb_am_04a_missionitem_01_content	descr
key_pc_home	HOME
mission_em_sd_missionitem_04_header	4
mission_wm_30_missionitem_02_header	World Mission 30 - Mission item 2 header
animal_non_vital_wound	NON-VITAL WOUND
popup_not_signed_in_psn_ps4	Not signed in to PlayStation™Network.
warboard_southcoast_answers_01_summary	One of the FOA 53 scientists was killed in his house at Hisingafyren.
player_character_part_name_handwear_01_c	Rings, pink
collectable_gnome_19_yellow_desc	This ancient sea captain likes to tell young gnomes about his life sailing to sea.
mission_am_sd_missionitem_03_content	von ulmer message 3
mission_wb_pm_01_missionitem_02_header	Intercepted transmission about an enemy beacon
equipment_ingredient_pest_part_04_name	Tick Motor
skill_04_name_01	SPOTTING INTEL
pausemenu_continue	CONTINUE
worldmission30_2summary	Find anything usefully at the gun club
location_mountain_redovisningskansli_ost_securitybase	Redovisningskansli Öst - Security Base
action_aim_down_sights	AIM
ammo_32acp_fmj_description	The full metal jacket bullet for the Müller PP provides a strong, all-round bullet that can penetrate armor well and do a strong amount of damage, too.
player_character_part_name_handwear_04_l	Knitted gloves, yellow
equipment_stats_scent_affected_species_range_description	The animal species likely to be affected by this particular scent lure.
playerstat_accuracy	ACCURACY
worldmission16_info_summary	A plane was taken down by friendly fire and crashed somewhere in the Sävered region.
key_doorkey_sm_04_description	The key has a label on it named "Supply Room"
option_action_chat_switch	SWITCH TEAM / GLOBAL CHAT
worldmission26_info_3description	Inside the town, the military tried to fight a big machine, and apparently lost. It's time to finish what they started.
popup_guest_account_cant_save	You are using a guest profile. No progress will be saved.
player_character_part_name_shoes_05_a	Leather boots, brown
player_character_part_name_hair_09_d	Slicked back, bleach blond
option_action_huntermate_multiplayer	OPEN MULTIPLAYER MENU
popup_public_beta_closed	A network connection is required to play the Generation Zero Closed Beta. Please check your network settings.

If you are playing after October 21st, then the Generation Zero Closed Beta is now over. Thank you for participating and be sure to leave your feedback on our forums! We hope to see you at launch!
option_controller_mapping_vehicle	VEHICLES
location_ostervik_sportsarea	Balders Vall
skill_03_description_01	Increases the maximum amount of stamina your character has.

Level 1: +25% stamina

Level 2: +50% stamina
popup_header_save_deleted	Corrupt Save Game
ach_072_description	Complete 25 bounties.
mission_am_sd_missionitem_05_content	von ulmer message 5
worldmission36_obj02	Find anything useful inside the containers
attachment_vision_heat_xray_01_name	Dual Mode IR / OPV Module
enemy_info_distance_title	DISTANCE:
tut_health_header	HEALTH
loot_screen_crate_title	CONTAINER CONTENTS
warboard_forestcity_answers_03obj_02	Search the phone book for the caller
player_character_part_name_pants_04_d	Denim pants, purple
leaderboard_player_placing	PLACING
option_action_itemslot_0	DRAW WEAPON / ITEM SLOT 10
tut_codex_needzones	Need zones are areas where animals go to eat, sleep, or drink. They will return to their need zones during specific times on a daily basis, as long as there is not hunting pressure in the area.

Spotting an animal within a need zone will reveal the need zone on the map. Investigating tracks within a need zone will also reveal it on the map. The more tracks you investigate, the more information will be presented on the map.
interface_sign_in_and_button	{confirm} SIGN IN
intromission03_obj_02a	Turn the shelter's power back on
outpost_name	OUTPOST
attachment_mag_extended_assault_762_02_description	An extended magazine for the [AK-47] assault rifle. Attaching this mod will increase the weapon's ammo capacity.
option_value_high	HIGH
option_social_disable	[TEMP] HUNT CLUB BETA
collectable_mixtape_14_char_monika_name	Monika och Tomas - Vårt smultronställe / 1985
